plot,range,line,entry,source,rep,environment,id_sample,sample_name,experiment_name,sampling_identifier,variable_name,season,variable_value,date,variable_units
39,8,E19269,3,Wang,2,Early planting date,39_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.429,20220725,LAI
39,8,E19269,3,Wang,2,Early planting date,39_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,2.982,20220801,LAI
39,8,E19269,3,Wang,2,Early planting date,39_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.709,20220801,LAI
39,8,E19269,3,Wang,2,Early planting date,39_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.034,20220809,LAI
39,8,E19269,3,Wang,2,Early planting date,39_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.275,20220809,LAI
39,8,E19269,3,Wang,2,Early planting date,39_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,3.923,20220817,LAI
39,8,E19269,3,Wang,2,Early planting date,39_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.588,20220817,LAI
40,8,LD15-3818,11,Diers,2,Early planting date,40_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.429,20220713,LAI
40,8,LD15-3818,11,Diers,2,Early planting date,40_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.014,20220713,LAI
40,8,LD15-3818,11,Diers,2,Early planting date,40_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.997,20220725,LAI
40,8,LD15-3818,11,Diers,2,Early planting date,40_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,3.917,20220725,LAI
40,8,LD15-3818,11,Diers,2,Early planting date,40_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,0.0,20220801,LAI
40,8,LD15-3818,11,Diers,2,Early planting date,40_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,4.206,20220801,LAI
40,8,LD15-3818,11,Diers,2,Early planting date,40_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.845,20220809,LAI
40,8,LD15-3818,11,Diers,2,Early planting date,40_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.969,20220809,LAI
40,8,LD15-3818,11,Diers,2,Early planting date,40_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.825,20220817,LAI
40,8,LD15-3818,11,Diers,2,Early planting date,40_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.156,20220817,LAI
41,8,LD00-2817,23,Checks,2,Early planting date,41_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.922,20220713,LAI
41,8,LD00-2817,23,Checks,2,Early planting date,41_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.418,20220713,LAI
41,8,LD00-2817,23,Checks,2,Early planting date,41_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.826,20220725,LAI
41,8,LD00-2817,23,Checks,2,Early planting date,41_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.594,20220725,LAI
41,8,LD00-2817,23,Checks,2,Early planting date,41_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.59,20220801,LAI
41,8,LD00-2817,23,Checks,2,Early planting date,41_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,4.093,20220801,LAI
41,8,LD00-2817,23,Checks,2,Early planting date,41_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,4.0,20220809,LAI
41,8,LD00-2817,23,Checks,2,Early planting date,41_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.959,20220809,LAI
41,8,LD00-2817,23,Checks,2,Early planting date,41_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.994,20220817,LAI
41,8,LD00-2817,23,Checks,2,Early planting date,41_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.707,20220817,LAI
42,8,CR17-4112,17,Rainey,2,Early planting date,42_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.739,20220713,LAI
42,8,CR17-4112,17,Rainey,2,Early planting date,42_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.174,20220713,LAI
42,8,CR17-4112,17,Rainey,2,Early planting date,42_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.686,20220725,LAI
42,8,CR17-4112,17,Rainey,2,Early planting date,42_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.761,20220725,LAI
42,8,CR17-4112,17,Rainey,2,Early planting date,42_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,2.673,20220801,LAI
42,8,CR17-4112,17,Rainey,2,Early planting date,42_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.912,20220801,LAI
42,8,CR17-4112,17,Rainey,2,Early planting date,42_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,4.564,20220809,LAI
42,8,CR17-4112,17,Rainey,2,Early planting date,42_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.887,20220809,LAI
42,8,CR17-4112,17,Rainey,2,Early planting date,42_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,6.296,20220817,LAI
42,8,CR17-4112,17,Rainey,2,Early planting date,42_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.897,20220817,LAI
43,9,K17-6388,4,Schapaugh,2,Early planting date,43_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.684,20220713,LAI
43,9,K17-6388,4,Schapaugh,2,Early planting date,43_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.542,20220713,LAI
43,9,K17-6388,4,Schapaugh,2,Early planting date,43_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,3.566,20220725,LAI
43,9,K17-6388,4,Schapaugh,2,Early planting date,43_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,3.564,20220725,LAI
43,9,K17-6388,4,Schapaugh,2,Early planting date,43_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.848,20220801,LAI
43,9,K17-6388,4,Schapaugh,2,Early planting date,43_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,4.701,20220801,LAI
43,9,K17-6388,4,Schapaugh,2,Early planting date,43_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,5.098,20220809,LAI
43,9,K17-6388,4,Schapaugh,2,Early planting date,43_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,5.115,20220809,LAI
43,9,K17-6388,4,Schapaugh,2,Early planting date,43_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,7.373,20220817,LAI
43,9,K17-6388,4,Schapaugh,2,Early planting date,43_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,7.4,20220817,LAI
44,9,CR16-4386,20,Rainey,2,Early planting date,44_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,0.991,20220713,LAI
44,9,CR16-4386,20,Rainey,2,Early planting date,44_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.788,20220713,LAI
44,9,CR16-4386,20,Rainey,2,Early planting date,44_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.33,20220725,LAI
44,9,CR16-4386,20,Rainey,2,Early planting date,44_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.072,20220725,LAI
44,9,CR16-4386,20,Rainey,2,Early planting date,44_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,2.566,20220801,LAI
44,9,CR16-4386,20,Rainey,2,Early planting date,44_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.559,20220801,LAI
44,9,CR16-4386,20,Rainey,2,Early planting date,44_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.158,20220809,LAI
44,9,CR16-4386,20,Rainey,2,Early planting date,44_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,2.692,20220809,LAI
44,9,CR16-4386,20,Rainey,2,Early planting date,44_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,3.934,20220817,LAI
44,9,CR16-4386,20,Rainey,2,Early planting date,44_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.502,20220817,LAI
45,9,LG15-1913-73,21,Singh,2,Early planting date,45_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.39,20220713,LAI
45,9,LG15-1913-73,21,Singh,2,Early planting date,45_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.161,20220713,LAI
45,9,LG15-1913-73,21,Singh,2,Early planting date,45_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.479,20220725,LAI
45,9,LG15-1913-73,21,Singh,2,Early planting date,45_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,3.387,20220725,LAI
45,9,LG15-1913-73,21,Singh,2,Early planting date,45_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,2.783,20220801,LAI
45,9,LG15-1913-73,21,Singh,2,Early planting date,45_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.24,20220801,LAI
45,9,LG15-1913-73,21,Singh,2,Early planting date,45_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,4.022,20220809,LAI
45,9,LG15-1913-73,21,Singh,2,Early planting date,45_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.973,20220809,LAI
45,9,LG15-1913-73,21,Singh,2,Early planting date,45_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.868,20220817,LAI
45,9,LG15-1913-73,21,Singh,2,Early planting date,45_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.803,20220817,LAI
46,9,CR16-0042,15,Rainey,2,Early planting date,46_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,3.066,20220713,LAI
46,9,CR16-0042,15,Rainey,2,Early planting date,46_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.138,20220713,LAI
46,9,CR16-0042,15,Rainey,2,Early planting date,46_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.856,20220725,LAI
46,9,CR16-0042,15,Rainey,2,Early planting date,46_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.127,20220725,LAI
46,9,CR16-0042,15,Rainey,2,Early planting date,46_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.061,20220801,LAI
46,9,CR16-0042,15,Rainey,2,Early planting date,46_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.497,20220801,LAI
46,9,CR16-0042,15,Rainey,2,Early planting date,46_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,4.471,20220809,LAI
46,9,CR16-0042,15,Rainey,2,Early planting date,46_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,4.241,20220809,LAI
46,9,CR16-0042,15,Rainey,2,Early planting date,46_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.381,20220817,LAI
46,9,CR16-0042,15,Rainey,2,Early planting date,46_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.634,20220817,LAI
47,9,LG15-1913-86,22,Singh,2,Early planting date,47_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.765,20220713,LAI
47,9,LG15-1913-86,22,Singh,2,Early planting date,47_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.004,20220713,LAI
47,9,LG15-1913-86,22,Singh,2,Early planting date,47_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.937,20220725,LAI
47,9,LG15-1913-86,22,Singh,2,Early planting date,47_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.312,20220725,LAI
47,9,LG15-1913-86,22,Singh,2,Early planting date,47_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.167,20220801,LAI
47,9,LG15-1913-86,22,Singh,2,Early planting date,47_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.839,20220801,LAI
47,9,LG15-1913-86,22,Singh,2,Early planting date,47_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.628,20220809,LAI
47,9,LG15-1913-86,22,Singh,2,Early planting date,47_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.519,20220809,LAI
47,9,LG15-1913-86,22,Singh,2,Early planting date,47_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.354,20220817,LAI
47,9,LG15-1913-86,22,Singh,2,Early planting date,47_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.849,20220817,LAI
48,9,SA17-19056,6,Scaboo,2,Early planting date,48_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.132,20220713,LAI
48,9,SA17-19056,6,Scaboo,2,Early planting date,48_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.943,20220725,LAI
48,9,SA17-19056,6,Scaboo,2,Early planting date,48_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.729,20220725,LAI
48,9,SA17-19056,6,Scaboo,2,Early planting date,48_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,2.268,20220801,LAI
48,9,SA17-19056,6,Scaboo,2,Early planting date,48_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.334,20220801,LAI
48,9,SA17-19056,6,Scaboo,2,Early planting date,48_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,4.229,20220809,LAI
48,9,SA17-19056,6,Scaboo,2,Early planting date,48_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.569,20220809,LAI
48,9,SA17-19056,6,Scaboo,2,Early planting date,48_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.062,20220817,LAI
48,9,SA17-19056,6,Scaboo,2,Early planting date,48_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.153,20220817,LAI
49,10,CR16-2874,19,Rainey,2,Early planting date,49_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.576,20220713,LAI
49,10,CR16-2874,19,Rainey,2,Early planting date,49_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.158,20220713,LAI
49,10,CR16-2874,19,Rainey,2,Early planting date,49_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.164,20220725,LAI
49,10,CR16-2874,19,Rainey,2,Early planting date,49_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,3.016,20220725,LAI
49,10,CR16-2874,19,Rainey,2,Early planting date,49_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,2.649,20220801,LAI
49,10,CR16-2874,19,Rainey,2,Early planting date,49_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.388,20220801,LAI
49,10,CR16-2874,19,Rainey,2,Early planting date,49_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,2.957,20220809,LAI
49,10,CR16-2874,19,Rainey,2,Early planting date,49_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.573,20220809,LAI
49,10,CR16-2874,19,Rainey,2,Early planting date,49_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.471,20220817,LAI
49,10,CR16-2874,19,Rainey,2,Early planting date,49_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,0.0,20220817,LAI
50,10,HM17-07029,14,Leah,2,Early planting date,50_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,2.485,20220713,LAI
50,10,HM17-07029,14,Leah,2,Early planting date,50_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,0.9005,20220713,LAI
50,10,HM17-07029,14,Leah,2,Early planting date,50_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.799,20220725,LAI
50,10,HM17-07029,14,Leah,2,Early planting date,50_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,3.088,20220725,LAI
50,10,HM17-07029,14,Leah,2,Early planting date,50_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,2.874,20220801,LAI
50,10,HM17-07029,14,Leah,2,Early planting date,50_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,2.91,20220801,LAI
50,10,HM17-07029,14,Leah,2,Early planting date,50_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.351,20220809,LAI
50,10,HM17-07029,14,Leah,2,Early planting date,50_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,4.103,20220809,LAI
50,10,HM17-07029,14,Leah,2,Early planting date,50_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.632,20220817,LAI
50,10,HM17-07029,14,Leah,2,Early planting date,50_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.005,20220817,LAI
51,10,HM17-07029,14,Leah,3,Early planting date,51_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,2.019,20220713,LAI
51,10,HM17-07029,14,Leah,3,Early planting date,51_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,0.7869,20220713,LAI
51,10,HM17-07029,14,Leah,3,Early planting date,51_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.863,20220725,LAI
51,10,HM17-07029,14,Leah,3,Early planting date,51_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.472,20220725,LAI
51,10,HM17-07029,14,Leah,3,Early planting date,51_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,4.109,20220801,LAI
51,10,HM17-07029,14,Leah,3,Early planting date,51_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,2.678,20220801,LAI
51,10,HM17-07029,14,Leah,3,Early planting date,51_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.578,20220809,LAI
51,10,HM17-07029,14,Leah,3,Early planting date,51_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.952,20220809,LAI
51,10,HM17-07029,14,Leah,3,Early planting date,51_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.547,20220817,LAI
51,10,HM17-07029,14,Leah,3,Early planting date,51_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.197,20220817,LAI
52,10,CR16-0130,18,Rainey,3,Early planting date,52_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.336,20220713,LAI
52,10,CR16-0130,18,Rainey,3,Early planting date,52_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.521,20220713,LAI
52,10,CR16-0130,18,Rainey,3,Early planting date,52_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.086,20220725,LAI
52,10,CR16-0130,18,Rainey,3,Early planting date,52_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,3.353,20220725,LAI
52,10,CR16-0130,18,Rainey,3,Early planting date,52_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.308,20220801,LAI
52,10,CR16-0130,18,Rainey,3,Early planting date,52_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.97,20220801,LAI
52,10,CR16-0130,18,Rainey,3,Early planting date,52_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.998,20220809,LAI
52,10,CR16-0130,18,Rainey,3,Early planting date,52_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,4.593,20220809,LAI
52,10,CR16-0130,18,Rainey,3,Early planting date,52_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.113,20220817,LAI
52,10,CR16-0130,18,Rainey,3,Early planting date,52_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.148,20220817,LAI
53,10,LD07-3395bf,10,Diers,3,Early planting date,53_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.985,20220713,LAI
53,10,LD07-3395bf,10,Diers,3,Early planting date,53_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,0.7832,20220713,LAI
53,10,LD07-3395bf,10,Diers,3,Early planting date,53_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.801,20220725,LAI
53,10,LD07-3395bf,10,Diers,3,Early planting date,53_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.166,20220725,LAI
53,10,LD07-3395bf,10,Diers,3,Early planting date,53_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.458,20220801,LAI
